"","iso_code","date","new_cases_smoothed","icu_patients_7","hosp_patients_7","reproduction_rate_7","new_tests_smoothed_7","positive_rate_7","total_vaccinations_7","people_vaccinated_7","people_fully_vaccinated_7","new_vaccinations_smoothed_7","icu_patients_14","hosp_patients_14","reproduction_rate_14","new_tests_smoothed_14","positive_rate_14","total_vaccinations_14","people_vaccinated_14","people_fully_vaccinated_14","new_vaccinations_smoothed_14","new_people_vaccinated_7","new_people_vaccinated_14","new_people_fully_vaccinated_7","new_people_fully_vaccinated_14"
"1","USA","2020-12-28",183118.286,26431,114648,0.97,1801060,0.121,1580566,1542481,8471,222279,25560,109689,1.06,1819614,0.121,24613,21475,3738,4292,374106,4163,1132,89
"2","USA","2020-12-29",183122,26730,117527,0.96,1807135,0.119,2028739,1982163,10891,279363,25812,110996,1.05,1823913,0.12,73196,67870,3921,26438,439682,46395,2420,183
"3","USA","2020-12-30",182606.571,26928,118105,0.94,1835979,0.116,2600499,2542529,12901,338380,25974,112009,1.04,1817165,0.122,231839,221102,4287,70506,560366,153232,2010,366
"4","USA","2020-12-31",190261.714,26714,116273,0.92,1812928,0.115,2796129,2733363,13791,327706,25894,112445,1.03,1798720,0.123,502188,484471,4819,120467,190834,263369,890,532
"5","USA","2021-01-01",198366.143,26559,113495,0.91,1678109,0.112,2808758,2745861,13875,270497,25950,112114,1.02,1793763,0.124,915277,889080,5769,178991,12498,404609,84,950
"6","USA","2021-01-02",209503,26734,115520,0.94,1575440,0.121,2949717,2883922,14467,264807,25805,111086,0.99,1792200,0.123,1096070,1066137,6705,179292,138061,177057,592,936
"7","USA","2021-01-03",216447.857,27063,118987,0.97,1528256,0.122,3045732,2977127,15023,263652,26057,112401,0.98,1796111,0.122,1200171,1168375,7339,168550,93205,102238,556,634
"8","USA","2021-01-04",218552.286,27519,121424,1,1494357,0.123,3632337,3551936,18005,293110,26431,114648,0.97,1801060,0.121,1580566,1542481,8471,222279,574809,374106,2982,1132
"9","USA","2021-01-05",222838.286,27782,122664,1.02,1476969,0.124,4348272,4251306,22131,331362,26730,117527,0.96,1807135,0.119,2028739,1982163,10891,279363,699370,439682,4126,2420
"10","USA","2021-01-06",227774.286,27697,123921,1.04,1464052,0.125,5184992,5071656,28081,369213,26928,118105,0.94,1835979,0.116,2600499,2542529,12901,338380,820350,560366,5950,2010
"11","USA","2021-01-07",232038.286,27748,123346,1.06,1468644,0.13,5604886,5483129,30812,401251,26714,116273,0.92,1812928,0.115,2796129,2733363,13791,327706,411473,190834,2731,890
"12","USA","2021-01-08",251815.143,27471,121053,1.07,1493769,0.133,5687353,5559094,36050,411228,26559,113495,0.91,1678109,0.112,2808758,2745861,13875,270497,75965,12498,5238,84
"13","USA","2021-01-09",246467.429,27614,122668,1.1,1510746,0.139,5948470,5811663,38614,428393,26734,115520,0.94,1575440,0.121,2949717,2883922,14467,264807,252569,138061,2564,592
"14","USA","2021-01-10",247836,28006,125595,1.1,1524685,0.142,6085288,5941348,40944,434222,27063,118987,0.97,1528256,0.122,3045732,2977127,15023,263652,129685,93205,2330,556
"15","USA","2021-01-11",252023.429,28266,127426,1.1,1540007,0.142,6734569,6533310,85694,443176,27519,121424,1,1494357,0.123,3632337,3551936,18005,293110,591962,574809,44750,2982
"16","USA","2021-01-12",250188,28528,128858,1.1,1553104,0.143,7557675,7257752,172846,458486,27782,122664,1.02,1476969,0.124,4348272,4251306,22131,331362,724442,699370,87152,4126
"17","USA","2021-01-13",246342,28608,129805,1.11,1572538,0.145,8570828,8084187,343568,483691,27697,123921,1.04,1464052,0.125,5184992,5071656,28081,369213,826435,820350,170722,5950
"18","USA","2021-01-14",239185.143,28491,128819,1.11,1620297,0.143,9730855,8945511,621361,589424,27748,123346,1.06,1468644,0.13,5604886,5483129,30812,401251,861324,411473,277793,2731
"19","USA","2021-01-15",231072.429,28365,127893,1.1,1748152,0.144,10956978,9787309,981383,752804,27471,121053,1.07,1493769,0.133,5687353,5559094,36050,411228,841798,75965,360022,5238
"20","USA","2021-01-16",223781.429,28187,126426,1.07,1834457,0.134,11462193,10155658,1109171,787675,27614,122668,1.1,1510746,0.139,5948470,5811663,38614,428393,368349,252569,127788,2564
"21","USA","2021-01-17",218585.429,28370,126538,1.04,1851334,0.134,11710927,10330684,1177899,803663,28006,125595,1.1,1524685,0.142,6085288,5941348,40944,434222,175026,129685,68728,2330
"22","USA","2021-01-18",208394.571,28739,127639,1.02,1868714,0.135,12775168,11052095,1499407,862943,28266,127426,1.1,1540007,0.142,6734569,6533310,85694,443176,721411,591962,321508,44750
"23","USA","2021-01-19",200819.571,28891,127090,0.99,1878241,0.133,14023436,11962600,1812864,923680,28528,128858,1.1,1553104,0.143,7557675,7257752,172846,458486,910505,724442,313457,87152
"24","USA","2021-01-20",194503,28734,126585,0.96,1846607,0.133,15340125,12988932,2082942,967042,28608,129805,1.11,1572538,0.145,8570828,8084187,343568,483691,1026332,826435,270078,170722
"25","USA","2021-01-21",187842,28527,133268,0.94,1820296,0.131,16645458,14140090,2217217,987800,28491,128819,1.11,1620297,0.143,9730855,8945511,621361,589424,1151158,861324,134275,277793
"26","USA","2021-01-22",179707.571,28422,123790,0.92,1803915,0.128,17903377,15261682,2336542,992343,28365,127893,1.1,1748152,0.144,10956978,9787309,981383,752804,1121592,841798,119325,360022
"27","USA","2021-01-23",174870.143,28120,121139,0.9,1785115,0.125,18556812,15833123,2407881,1013517,28187,126426,1.07,1834457,0.134,11462193,10155658,1109171,787675,571441,368349,71339,127788
"28","USA","2021-01-24",169329.714,27891,120835,0.88,1771843,0.123,18863350,16090440,2449718,1021775,28370,126538,1.04,1851334,0.134,11710927,10330684,1177899,803663,257317,175026,41837,68728
"29","USA","2021-01-25",169641,27831,120422,0.87,1738688,0.12,19745161,16728814,2676986,995713,28739,127639,1.02,1868714,0.135,12775168,11052095,1499407,862943,638374,721411,227268,321508
"30","USA","2021-01-26",166623.429,27584,119383,0.86,1707639,0.118,21089739,17700138,3027937,1009472,28891,127090,0.99,1878241,0.133,14023436,11962600,1812864,923680,971324,910505,350951,313457
"31","USA","2021-01-27",162338.571,27003,117143,0.85,1711446,0.114,22707538,18875250,3446299,1052488,28734,126585,0.96,1846607,0.133,15340125,12988932,2082942,967042,1175112,1026332,418362,270078
"32","USA","2021-01-28",158707,26517,114100,0.85,1707807,0.11,24347753,20220573,3717748,1100328,28527,133268,0.94,1820296,0.131,16645458,14140090,2217217,987800,1345323,1151158,271449,134275
"33","USA","2021-01-29",155478,26006,111835,0.85,1691683,0.106,25965363,21611058,3923168,1151712,28422,123790,0.92,1803915,0.128,17903377,15261682,2336542,992343,1390485,1121592,205420,119325
"34","USA","2021-01-30",151263.714,25364,108126,0.85,1686231,0.104,26870395,22354380,4070893,1187655,28120,121139,0.9,1785115,0.125,18556812,15833123,2407881,1013517,743322,571441,147725,71339
"35","USA","2021-01-31",148054.143,25121,107008,0.85,1676601,0.101,27266264,22656650,4157648,1200416,27891,120835,0.88,1771843,0.123,18863350,16090440,2449718,1021775,302270,257317,86755,41837
"36","USA","2021-02-01",146149.857,25003,106268,0.85,1668814,0.102,28630691,23516054,4639001,1269361,27831,120422,0.87,1738688,0.12,19745161,16728814,2676986,995713,859404,638374,481353,227268
"37","USA","2021-02-02",141850,24897,104627,0.85,1665166,0.1,30280546,24568839,5210634,1312972,27584,119383,0.86,1707639,0.118,21089739,17700138,3027937,1009472,1052785,971324,571633,350951
"38","USA","2021-02-03",137244,24360,102664,0.84,1655465,0.098,32197422,25817760,5847673,1355698,27003,117143,0.85,1711446,0.114,22707538,18875250,3446299,1052488,1248921,1175112,637039,418362
"39","USA","2021-02-04",131144.714,23786,100052,0.84,1634816,0.097,34145736,27186374,6394420,1399712,26517,114100,0.85,1707807,0.11,24347753,20220573,3717748,1100328,1368614,1345323,546747,271449
"40","USA","2021-02-05",126073.714,23121,96111,0.84,1623050,0.096,36049661,28559758,6878700,1440614,26006,111835,0.85,1691683,0.106,25965363,21611058,3923168,1151712,1373384,1390485,484280,205420
"41","USA","2021-02-06",121214.143,22708,92548,0.83,1607209,0.094,37069029,29323686,7117346,1456948,25364,108126,0.85,1686231,0.104,26870395,22354380,4070893,1187655,763928,743322,238646,147725
"42","USA","2021-02-07",117832.571,22503,91438,0.83,1599328,0.093,37530144,29650385,7241619,1466269,25121,107008,0.85,1676601,0.101,27266264,22656650,4157648,1200416,326699,302270,124273,86755
"43","USA","2021-02-08",111558.571,22230,90582,0.83,1571286,0.093,38885871,30412052,7800183,1465026,25003,106268,0.85,1668814,0.102,28630691,23516054,4639001,1269361,761667,859404,558564,481353
"44","USA","2021-02-09",108717,21767,89004,0.81,1550934,0.091,40562174,31374032,8484489,1468804,24897,104627,0.85,1665166,0.1,30280546,24568839,5210634,1312972,961980,1052785,684306,571633
"45","USA","2021-02-10",104824.714,21406,87290,0.8,1524238,0.09,42687261,32636479,9305014,1498548,24360,102664,0.84,1655465,0.098,32197422,25817760,5847673,1355698,1262447,1248921,820525,637039
"46","USA","2021-02-11",102279.857,20872,84604,0.79,1528799,0.086,45014387,34026972,10201401,1552664,23786,100052,0.84,1634816,0.097,34145736,27186374,6394420,1399712,1390493,1368614,896387,546747
"47","USA","2021-02-12",97778,20354,82139,0.79,1528469,0.082,47361706,35391213,11142899,1616006,23121,96111,0.84,1623050,0.096,36049661,28559758,6878700,1440614,1364241,1373384,941498,484280
"48","USA","2021-02-13",94612.143,19863,79113,0.79,1514471,0.08,48656374,36246673,11559273,1655335,22708,92548,0.83,1607209,0.094,37069029,29323686,7117346,1456948,855460,763928,416374,238646
"49","USA","2021-02-14",91012.286,19377,77866,0.79,1497983,0.079,49103920,36526915,11714083,1653397,22503,91438,0.83,1599328,0.093,37530144,29650385,7241619,1466269,280242,326699,154810,124273
"50","USA","2021-02-15",86543.857,19328,76870,0.78,1499678,0.074,50671509,37364932,12409687,1683663,22230,90582,0.83,1571286,0.093,38885871,30412052,7800183,1465026,838017,761667,695604,558564
"51","USA","2021-02-16",81509.714,18929,75626,0.78,1508425,0.072,52631937,38406601,13289775,1724252,21767,89004,0.81,1550934,0.091,40562174,31374032,8484489,1468804,1041669,961980,880088,684306
"52","USA","2021-02-17",77819.714,18316,72859,0.77,1475768,0.071,54922526,39634544,14313366,1747895,21406,87290,0.8,1524238,0.09,42687261,32636479,9305014,1498548,1227943,1262447,1023591,820525
"53","USA","2021-02-18",72840.571,17714,70110,0.77,1402566,0.073,57313899,40908857,15390350,1757073,20872,84604,0.79,1528799,0.086,45014387,34026972,10201401,1552664,1274313,1390493,1076984,896387
"54","USA","2021-02-19",69742.571,17334,67539,0.76,1342745,0.073,59884560,42289082,16534261,1788979,20354,82139,0.79,1528469,0.082,47361706,35391213,11142899,1616006,1380225,1364241,1143911,941498
"55","USA","2021-02-20",67532.571,16865,64762,0.76,1309564,0.072,61353088,43154232,17105182,1813816,19863,79113,0.79,1514471,0.08,48656374,36246673,11559273,1655335,865150,855460,570921,416374
"56","USA","2021-02-21",66311.857,16350,63300,0.75,1285956,0.071,61944193,43501561,17332879,1834325,19377,77866,0.79,1497983,0.079,49103920,36526915,11714083,1653397,347329,280242,227697,154810
"57","USA","2021-02-22",66409.714,16227,62214,0.74,1250666,0.069,63117622,44117930,17860853,1778016,19328,76870,0.78,1499678,0.074,50671509,37364932,12409687,1683663,616369,838017,527974,695604
"58","USA","2021-02-23",68232.143,15921,61504,0.74,1187015,0.069,64734153,44918755,18640415,1728888,18929,75626,0.78,1508425,0.072,52631937,38406601,13289775,1724252,800825,1041669,779562,880088
"59","USA","2021-02-24",68940.571,15579,62253,0.75,1162559,0.067,66688675,45850449,19625865,1680878,18316,72859,0.77,1475768,0.071,54922526,39634544,14313366,1747895,931694,1227943,985450,1023591
"60","USA","2021-02-25",69895.857,15024,58309,0.77,1161903,0.063,68536582,46685225,20592712,1603240,17714,70110,0.77,1402566,0.073,57313899,40908857,15390350,1757073,834776,1274313,966847,1076984
"61","USA","2021-02-26",69926.714,14492,56739,0.79,1153379,0.06,70496097,47518140,21675417,1515934,17334,67539,0.76,1342745,0.073,59884560,42289082,16534261,1788979,832915,1380225,1082705,1143911
"62","USA","2021-02-27",68841.429,14111,54402,0.82,1147129,0.059,71800113,48124209,22344787,1492432,16865,64762,0.76,1309564,0.072,61353088,43154232,17105182,1813816,606069,865150,669370,570921
"63","USA","2021-02-28",67993,13724,53615,0.84,1149947,0.058,72392911,48383576,22661070,1492674,16350,63300,0.75,1285956,0.071,61944193,43501561,17332879,1834325,259367,347329,316283,227697
"64","USA","2021-03-01",67992.714,13671,53026,0.85,1184462,0.056,73847614,49013116,23446775,1532856,16227,62214,0.74,1250666,0.069,63117622,44117930,17860853,1778016,629540,616369,785705,527974
"65","USA","2021-03-02",65856.429,13354,51984,0.87,1240759,0.055,75782060,49900370,24450614,1578272,15921,61504,0.74,1187015,0.069,64734153,44918755,18640415,1728888,887254,800825,1003839,779562
"66","USA","2021-03-03",64732.714,12892,50965,0.88,1271992,0.054,78301699,51163756,25659157,1659003,15579,62253,0.75,1162559,0.067,66688675,45850449,19625865,1680878,1263386,931694,1208543,985450
"67","USA","2021-03-04",63343.857,12464,49047,0.88,1300326,0.054,81227719,52716898,26971327,1813020,15024,58309,0.77,1161903,0.063,68536582,46685225,20592712,1603240,1553142,834776,1312170,966847
"68","USA","2021-03-05",61714.714,12165,47229,0.89,1317988,0.053,84322603,54402976,28320136,1975215,14492,56739,0.79,1153379,0.06,70496097,47518140,21675417,1515934,1686078,832915,1348809,1082705
"69","USA","2021-03-06",60759.286,11716,45336,0.88,1320418,0.052,86308244,55552960,29120286,2072590,14111,54402,0.82,1147129,0.059,71800113,48124209,22344787,1492432,1149984,606069,800150,669370
"70","USA","2021-03-07",59385.571,11552,44874,0.88,1313251,0.052,87160836,56094644,29407638,2109704,13724,53615,0.84,1149947,0.058,72392911,48383576,22661070,1492674,541684,259367,287352,316283
"71","USA","2021-03-08",57901,11362,43721,0.88,1306782,0.052,89170186,57281658,30177304,2188939,13671,53026,0.85,1184462,0.056,73847614,49013116,23446775,1532856,1187014,629540,769666,785705
"72","USA","2021-03-09",57711.571,11040,42650,0.88,1302229,0.051,91623818,58753769,31117425,2263108,13354,51984,0.87,1240759,0.055,75782060,49900370,24450614,1578272,1472111,887254,940121,1003839
"73","USA","2021-03-10",56428.571,10745,42159,0.88,1309318,0.049,94518541,60501051,32226803,2316692,12892,50965,0.88,1271992,0.054,78301699,51163756,25659157,1659003,1747282,1263386,1109378,1208543
"74","USA","2021-03-11",55643.429,10556,40176,0.88,1300973,0.049,97711513,62466752,33448866,2354828,12464,49047,0.88,1300326,0.054,81227719,52716898,26971327,1813020,1965701,1553142,1222063,1312170
"75","USA","2021-03-12",54931.429,10323,39582,0.88,1294391,0.048,100928022,64477135,34731993,2372203,12165,47229,0.89,1317988,0.053,84322603,54402976,28320136,1975215,2010383,1686078,1283127,1348809
"76","USA","2021-03-13",54123.429,10029,38207,0.88,1293134,0.047,102976528,65828570,35583880,2381183,11716,45336,0.88,1320418,0.052,86308244,55552960,29120286,2072590,1351435,1149984,851887,800150
"77","USA","2021-03-14",53621,9848,37770,0.88,1289781,0.046,103902763,66510029,35924812,2391704,11552,44874,0.88,1313251,0.052,87160836,56094644,29407638,2109704,681459,541684,340932,287352
"78","USA","2021-03-15",55114.714,9790,37687,0.89,1287348,0.045,106057112,67995747,36764025,2412418,11362,43721,0.88,1306782,0.052,89170186,57281658,30177304,2188939,1485718,1187014,839213,769666
"79","USA","2021-03-16",54923.857,9612,37040,0.89,1277071,0.045,108760284,69809860,37834903,2448067,11040,42650,0.88,1302229,0.051,91623818,58753769,31117425,2263108,1814113,1472111,1070878,940121
"80","USA","2021-03-17",55097.571,9456,36666,0.9,1259475,0.045,111881359,71881240,39090246,2480403,10745,42159,0.88,1309318,0.049,94518541,60501051,32226803,2316692,2071380,1747282,1255343,1109378
"81","USA","2021-03-18",54752.429,9242,35915,0.91,1251648,0.044,115317558,74169750,40472439,2515149,10556,40176,0.88,1300973,0.049,97711513,62466752,33448866,2354828,2288510,1965701,1382193,1222063
"82","USA","2021-03-19",54755.571,9120,35648,0.92,1246904,0.044,118736930,76296837,41977980,2544130,10323,39582,0.88,1294391,0.048,100928022,64477135,34731993,2372203,2127087,2010383,1505541,1283127
"83","USA","2021-03-20",55246.286,8907,34984,0.93,1240963,0.044,120930292,77694839,42988153,2564823,10029,38207,0.88,1293134,0.047,102976528,65828570,35583880,2381183,1398002,1351435,1010173,851887
"84","USA","2021-03-21",54661.143,8775,34413,0.95,1236526,0.043,121915458,78347101,43413115,2573242,9848,37770,0.88,1289781,0.046,103902763,66510029,35924812,2391704,652262,681459,424962,340932
"85","USA","2021-03-22",53929.714,8787,34701,0.96,1232521,0.045,124194020,79849656,44272887,2590987,9790,37687,0.89,1287348,0.045,106057112,67995747,36764025,2412418,1502555,1485718,859772,839213
"86","USA","2021-03-23",53798.429,8736,34577,0.96,1226682,0.045,127075466,81784765,45307424,2616455,9612,37040,0.89,1277071,0.045,108760284,69809860,37834903,2448067,1935109,1814113,1034537,1070878
"87","USA","2021-03-24",57712.286,8682,34595,0.96,1226895,0.045,130236709,83920099,46418990,2622193,9456,36666,0.9,1259475,0.045,111881359,71881240,39090246,2480403,2135334,2071380,1111566,1255343
"88","USA","2021-03-25",58785.857,8521,34104,0.97,1223308,0.045,133643082,86227754,47609845,2617932,9242,35915,0.91,1251648,0.044,115317558,74169750,40472439,2515149,2307655,2288510,1190855,1382193
"89","USA","2021-03-26",60998,8422,34035,0.98,1215367,0.045,136974798,88452904,48810089,2605410,9120,35648,0.92,1246904,0.044,118736930,76296837,41977980,2544130,2225150,2127087,1200244,1505541
"90","USA","2021-03-27",62028.571,8241,33214,1,1210185,0.046,139129046,89872776,49659342,2599822,8907,34984,0.93,1240963,0.044,120930292,77694839,42988153,2564823,1419872,1398002,849253,1010173
"91","USA","2021-03-28",63319.571,8127,33283,1.01,1215102,0.045,140149773,90561366,50026041,2604902,8775,34413,0.95,1236526,0.043,121915458,78347101,43413115,2573242,688590,652262,366699,424962
"92","USA","2021-03-29",65923.286,8347,33742,1.03,1218700,0.044,142508178,92174118,50814889,2616308,8787,34701,0.96,1232521,0.045,124194020,79849656,44272887,2590987,1612752,1502555,788848,859772
"93","USA","2021-03-30",67041.286,8379,33996,1.06,1223044,0.044,145565263,94167309,51943614,2641400,8736,34577,0.96,1226682,0.045,127075466,81784765,45307424,2616455,1993191,1935109,1128725,1034537
"94","USA","2021-03-31",64193.571,8489,34368,1.09,1228727,0.047,149113413,96386666,53339670,2696672,8682,34595,0.96,1226895,0.045,130236709,83920099,46418990,2622193,2219357,2135334,1396056,1111566
"95","USA","2021-04-01",65809,8338,34362,1.09,1224719,0.048,152938987,98666081,54955003,2756558,8521,34104,0.97,1223308,0.045,133643082,86227754,47609845,2617932,2279415,2307655,1615333,1190855
"96","USA","2021-04-02",64872.571,8329,34634,1.09,1228950,0.05,156761217,100788109,56722049,2826631,8422,34035,0.98,1215367,0.045,136974798,88452904,48810089,2605410,2122028,2225150,1767046,1200244
"97","USA","2021-04-03",64904.571,8201,33946,1.08,1230249,0.05,159224811,102168246,57865867,2870824,8241,33214,1,1210185,0.046,139129046,89872776,49659342,2599822,1380137,1419872,1143818,849253
"98","USA","2021-04-04",63823.143,8359,34464,1.08,1231570,0.051,160431786,102846141,58406381,2897430,8127,33283,1.01,1215102,0.045,140149773,90561366,50026041,2604902,677895,688590,540514,366699
"99","USA","2021-04-05",64726.857,8439,35027,1.07,1236235,0.053,163261832,104464845,59656807,2964808,8347,33742,1.03,1218700,0.044,142508178,92174118,50814889,2616308,1618704,1612752,1250426,788848
"100","USA","2021-04-06",64683.429,8572,35418,1.06,1236379,0.054,166844429,106489814,61286696,3039881,8379,33996,1.06,1223044,0.044,145565263,94167309,51943614,2641400,2024969,1993191,1629889,1128725
"101","USA","2021-04-07",65849.143,8502,35568,1.04,1225243,0.052,171000292,108907622,63196539,3126697,8489,34368,1.09,1228727,0.047,149113413,96386666,53339670,2696672,2417808,2219357,1909843,1396056
"102","USA","2021-04-08",65984.143,8470,35571,1.05,1224535,0.054,175510356,111431530,65393160,3224481,8338,34362,1.09,1224719,0.048,152938987,98666081,54955003,2756558,2523908,2279415,2196621,1615333
"103","USA","2021-04-09",67882.286,8466,35607,1.04,1220207,0.053,179153953,113498085,67177140,3198962,8329,34634,1.09,1228950,0.05,156761217,100788109,56722049,2826631,2066555,2122028,1783980,1767046
"104","USA","2021-04-10",68541,8541,35195,1.04,1216068,0.053,181451078,114826793,68321946,3175181,8201,33946,1.08,1230249,0.05,159224811,102168246,57865867,2870824,1328708,1380137,1144806,1143818
"105","USA","2021-04-11",69970.571,8606,35675,1.04,1207587,0.053,182210453,115263621,68689047,3111238,8359,34464,1.08,1231570,0.051,160431786,102846141,58406381,2897430,436828,677895,367101,540514
